t_s,phase,P_demand_kW,V_pack,I_pack,SOC_pct,E_consumed_kWh,alt_m,range_km,v_mps,C_rate,E_remaining_kWh
400,Climb,156.8,752.216663142953,-209.066666666667,92.7506561765467,7.74358222511538,433.905829596413,1.68119394618834,29.3161434977578,1.49571422881143,97.2331653222244
401,Climb,156.8,752.199342076705,-209.066666666667,92.7091085590797,7.78726600837806,439.031390134529,1.71054932735426,29.3946188340807,1.49571422881143,97.1896097666689
402,Climb,156.8,752.182021010456,-209.066666666667,92.6675609416127,7.83094878573585,444.156950672646,1.7399831838565,29.4730941704036,1.49571422881143,97.1460542111133
403,Climb,156.8,752.164699944207,-209.066666666667,92.6260133241458,7.87463055718875,449.282511210762,1.76949551569507,29.5515695067265,1.49571422881143,97.1024986555578
404,Climb,156.8,752.147378877958,-209.066666666667,92.5844657066788,7.91831132273677,454.408071748879,1.79908632286996,29.6300448430493,1.49571422881143,97.0589431000022
405,Climb,156.8,752.13005781171,-209.066666666667,92.5429180892118,7.96199108237991,459.533632286995,1.82875560538117,29.7085201793722,1.49571422881143,97.0153875444467
406,Climb,156.8,752.112723599616,-209.066666666667,92.5013704717448,8.00566983573645,464.659192825112,1.8585033632287,29.7869955156951,1.49571422881143,96.9718319888911
407,Climb,156.8,752.095208399799,-209.066666666667,92.4598228542778,8.04934757716932,469.784753363229,1.88832959641256,29.8654708520179,1.49571422881143,96.9282764333355
408,Climb,156.8,752.077693199982,-209.066666666667,92.4182752368108,8.09302430142318,474.910313901345,1.91823430493274,29.9439461883408,1.49571422881143,96.88472087778
409,Climb,156.8,752.060178000165,-209.066666666667,92.3767276193439,8.13670000849803,480.035874439462,1.94821748878924,30.0224215246637,1.49571422881143,96.8411653222244
410,Climb,156.8,752.042662800349,-209.066666666667,92.3351800018769,8.18037469839386,485.161434977578,1.97827914798206,30.1008968609865,1.49571422881143,96.7976097666689
411,Climb,156.8,752.025147600532,-209.066666666667,92.2936323844099,8.22404837111069,490.286995515695,2.00841928251121,30.1793721973094,1.49571422881143,96.7540542111133
412,Climb,156.8,752.007632400715,-209.066666666667,92.2520847669429,8.2677210266485,495.412556053812,2.03863789237668,30.2578475336323,1.49571422881143,96.7104986555578
413,Climb,156.8,751.990117200899,-209.066666666667,92.2105371494759,8.31139266500731,500.538116591928,2.06893497757848,30.3363228699552,1.49571422881143,96.6669431000022
414,Climb,156.8,751.972602001082,-209.066666666667,92.1689895320089,8.3550632861871,505.663677130045,2.09931053811659,30.414798206278,1.49571422881143,96.6233875444467
415,Climb,156.8,751.955086801265,-209.066666666667,92.1274419145419,8.39873289018788,510.789237668161,2.12976457399103,30.4932735426009,1.49571422881143,96.5798319888911
416,Climb,156.8,751.937570426954,-209.066666666667,92.085894297075,8.44240147697554,515.914798206278,2.16029708520179,30.5717488789238,1.49571422881143,96.5362764333355
417,Climb,156.8,751.920037882591,-209.066666666667,92.044346679608,8.48606904604645,521.040358744395,2.19090807174888,30.6502242152466,1.49571422881143,96.49272087778
418,Climb,156.8,751.902505338228,-209.066666666667,92.002799062141,8.52973559693109,526.165919282511,2.22159753363229,30.7286995515695,1.49571422881143,96.4491653222244
419,Climb,156.8,751.884972793865,-209.066666666667,91.961251444674,8.57340112962944,531.291479820628,2.25236547085202,30.8071748878924,1.49571422881143,96.4056097666689
420,Climb,156.8,751.867440249502,-209.066666666667,91.919703827207,8.61706564414152,536.417040358744,2.28321188340807,30.8856502242152,1.49571422881143,96.3620542111133
421,Climb,156.8,751.849907705139,-209.066666666667,91.87815620974,8.66072914046731,541.542600896861,2.31413677130045,30.9641255605381,1.49571422881143,96.3184986555577
422,Climb,156.8,751.832375160776,-209.066666666667,91.8366085922731,8.70439161860682,546.668161434977,2.34514013452915,31.042600896861,1.49571422881143,96.2749431000022
423,Climb,156.8,751.814842616413,-209.066666666667,91.7950609748061,8.74805307856006,551.793721973094,2.37622197309417,31.1210762331839,1.49571422881143,96.2313875444467
424,Climb,156.8,751.79731007205,-209.066666666667,91.7535133573391,8.79171352032701,556.919282511211,2.40738228699552,31.1995515695067,1.49571422881143,96.1878319888911
425,Climb,156.8,751.779777527687,-209.066666666667,91.7119657398721,8.83537294390769,562.044843049327,2.43862107623318,31.2780269058296,1.49571422881143,96.1442764333355
426,Climb,156.8,751.762245702843,-209.066666666667,91.6704181224051,8.87903134932297,567.170403587444,2.46993834080717,31.3565022421525,1.49571422881143,96.10072087778
427,Climb,156.8,751.744723784101,-209.066666666667,91.6288705049381,8.92268873688141,572.295964125561,2.50133408071749,31.4349775784753,1.49571422881143,96.0571653222244
428,Climb,156.8,751.727201865359,-209.066666666667,91.5873228874712,8.96634510687064,577.421524663677,2.53280829596413,31.5134529147982,1.49571422881143,96.0136097666689
429,Climb,156.8,751.709679946618,-209.066666666667,91.5457752700042,9.01000045929066,582.547085201794,2.56436098654709,31.5919282511211,1.49571422881143,95.9700542111133
430,Climb,156.8,751.692158027876,-209.066666666667,91.5042276525372,9.05365479414147,587.67264573991,2.59599215246637,31.6704035874439,1.49571422881143,95.9264986555578
431,Climb,156.8,751.674636109134,-209.066666666667,91.4626800350702,9.09730811142308,592.798206278027,2.62770179372197,31.7488789237668,1.49571422881143,95.8829431000022
432,Climb,156.8,751.657114190393,-209.066666666667,91.4211324176032,9.14096041113548,597.923766816144,2.6594899103139,31.8273542600897,1.49571422881143,95.8393875444466
433,Climb,156.8,751.639592271651,-209.066666666667,91.3795848001362,9.18461169327868,603.04932735426,2.69135650224215,31.9058295964126,1.49571422881143,95.7958319888911
434,Climb,156.8,751.62207035291,-209.066666666667,91.3380371826693,9.22826195785266,608.174887892377,2.72330156950673,31.9843049327354,1.49571422881143,95.7522764333355
435,Climb,156.8,751.604548434168,-209.066666666667,91.2964895652023,9.27191120485744,613.300448430493,2.75532511210762,32.0627802690583,1.49571422881143,95.70872087778
436,Climb,156.8,751.587026839017,-209.066666666667,91.2549419477353,9.31555943430241,618.42600896861,2.78742713004484,32.1412556053812,1.49571422881143,95.6651653222244
437,Climb,156.8,751.569509698957,-209.066666666667,91.2133943302683,9.35920664632633,623.551569506727,2.81960762331839,32.219730941704,1.49571422881143,95.6216097666689
438,Climb,156.8,751.551992558897,-209.066666666667,91.1718467128013,9.40285284105856,628.677130044843,2.85186659192825,32.2982062780269,1.49571422881143,95.5780542111133
439,Climb,156.8,751.534475418838,-209.066666666667,91.1302990953344,9.4464980184991,633.80269058296,2.88420403587444,32.3766816143498,1.49571422881143,95.5344986555578
440,Climb,156.8,751.516958278778,-209.066666666667,91.0887514778674,9.49014217864795,638.928251121076,2.91661995515695,32.4551569506726,1.49571422881143,95.4909431000022
441,Climb,156.8,751.499441138718,-209.066666666667,91.0472038604004,9.53378532150511,644.053811659193,2.94911434977579,32.5336322869955,1.49571422881143,95.4473875444467
442,Climb,156.8,751.481923998658,-209.066666666667,91.0056562429334,9.57742744707058,649.179372197309,2.98168721973094,32.6121076233184,1.49571422881143,95.4038319888911
443,Climb,156.8,751.464406858599,-209.066666666667,90.9641086254664,9.62106855534436,654.304932735426,3.01433856502242,32.6905829596413,1.49571422881143,95.3602764333355
444,Climb,156.8,751.446889718539,-209.066666666667,90.9225610079994,9.66470864632645,659.430493273543,3.04706838565022,32.7690582959641,1.49571422881143,95.31672087778
445,Climb,156.8,751.429372578479,-209.066666666667,90.8810133905324,9.70834772001685,664.556053811659,3.07987668161435,32.847533632287,1.49571422881143,95.2731653222244
446,Climb,156.8,751.411878786812,-209.066666666667,90.8394657730655,9.75198577709353,669.681614349776,3.1127634529148,32.9260089686099,1.49571422881143,95.2296097666689
447,Climb,156.8,751.39470644823,-209.066666666667,90.7979181555985,9.79562282756851,674.807174887892,3.14572869955157,33.0044843049327,1.49571422881143,95.1860542111133
448,Climb,156.8,751.377534109648,-209.066666666667,90.7563705381315,9.83925888077582,679.932735426009,3.17877242152466,33.0829596412556,1.49571422881143,95.1424986555578
449,Climb,156.8,751.360361771066,-209.066666666667,90.7148229206645,9.88289393671546,685.058295964126,3.21189461883408,33.1614349775785,1.49571422881143,95.0989431000022
450,Climb,156.8,751.343189432483,-209.066666666667,90.6732753031975,9.92652799538745,690.183856502242,3.24509529147982,33.2399103139013,1.49571422881143,95.0553875444467
451,Climb,156.8,751.326017093901,-209.066666666667,90.6317276857305,9.97016105679177,695.309417040359,3.27837443946188,33.3183856502242,1.49571422881143,95.0118319888911
452,Climb,156.8,751.308844755319,-209.066666666667,90.5901800682635,10.0137931209284,700.434977578475,3.31173206278027,33.3968609865471,1.49571422881143,94.9682764333355
453,Climb,156.8,751.291672416737,-209.066666666667,90.5486324507966,10.0574241877974,705.560538116592,3.34516816143498,33.47533632287,1.49571422881143,94.92472087778
454,Climb,156.8,751.274500078155,-209.066666666667,90.5070848333296,10.1010542573988,710.686098654709,3.37868273542601,33.5538116591928,1.49571422881143,94.8811653222244
455,Climb,156.8,751.257327739572,-209.066666666667,90.4655372158626,10.1446833297324,715.811659192825,3.41227578475336,33.6322869955157,1.49571422881143,94.8376097666689
456,Climb,156.8,751.240263787109,-209.066666666667,90.4239895983956,10.1883114079456,720.937219730942,3.44594730941704,33.7107623318386,1.49571422881143,94.7940542111133
457,Climb,156.8,751.224692059512,-209.066666666667,90.3824419809286,10.2319385385154,726.062780269058,3.47969730941704,33.7892376681614,1.49571422881143,94.7504986555578
458,Climb,156.8,751.209120331916,-209.066666666667,90.3408943634616,10.2755647647715,731.188340807175,3.51352578475336,33.8677130044843,1.49571422881143,94.7069431000022
459,Climb,156.8,751.19354860432,-209.066666666667,90.2993467459947,10.319190086714,736.313901345291,3.54743273542601,33.9461883408072,1.49571422881143,94.6633875444466
460,Climb,156.8,751.177976876724,-209.066666666667,90.2577991285277,10.3628145043427,741.439461883408,3.58141816143498,34.02466367713,1.49571422881143,94.6198319888911
461,Climb,156.8,751.162405149127,-209.066666666667,90.2162515110607,10.4064380176579,746.565022421525,3.61548206278027,34.1031390134529,1.49571422881143,94.5762764333356
462,Climb,156.8,751.146833421531,-209.066666666667,90.1747038935937,10.4500606266593,751.690582959641,3.64962443946188,34.1816143497758,1.49571422881143,94.53272087778
463,Climb,156.8,751.131261693935,-209.066666666667,90.1331562761267,10.4936823313471,756.816143497758,3.68384529147982,34.2600896860987,1.49571422881143,94.4891653222244
464,Climb,156.8,751.115689966339,-209.066666666667,90.0916086586597,10.5373031317213,761.941704035874,3.71814461883408,34.3385650224215,1.49571422881143,94.4456097666689
465,Climb,156.8,751.100118238743,-209.066666666667,90.0500610411927,10.5809230277817,767.067264573991,3.75252242152466,34.4170403587444,1.49571422881143,94.4020542111133
466,Climb,156.8,751.085375669936,-209.066666666667,90.0085134237258,10.6245420436049,772.192825112108,3.78697869955157,34.4955156950673,1.49571422881143,94.3584986555578
467,Climb,156.8,751.082048689979,-209.066666666667,89.9669658062588,10.6681605347418,777.318385650224,3.8215134529148,34.5739910313901,1.49571422881143,94.3149431000022
