t_s,phase,P_demand_kW,V_pack,I_pack,SOC_pct,E_consumed_kWh,alt_m,range_km,v_mps,C_rate,E_remaining_kWh
437,Taxi,42,783.12768543447,-56,97.6365155554775,2.60846663333453,0,0.104272222222222,1.52222222222222,0.400637739860205,102.355151433336
438,Taxi,42,783.07836509173,-56,97.6253867293702,2.62064823594973,0,0.1058,1.53333333333333,0.400637739860205,102.343484766669
439,Taxi,42,783.029044748989,-56,97.614257903263,2.6328290713596,0,0.107338888888889,1.54444444444444,0.400637739860205,102.331818100002
440,Taxi,42,782.979724406248,-56,97.6031290771558,2.64500913956414,0,0.108888888888889,1.55555555555556,0.400637739860205,102.320151433336
441,Taxi,42,782.930404063507,-56,97.5920002510486,2.65718844056335,0,0.11045,1.56666666666667,0.400637739860205,102.308484766669
442,Taxi,42,782.881083720767,-56,97.5808714249413,2.66936697435723,0,0.112022222222222,1.57777777777778,0.400637739860205,102.296818100002
443,Taxi,42,782.831763378026,-56,97.5697425988341,2.68154474094578,0,0.113605555555556,1.58888888888889,0.400637739860205,102.285151433336
444,Taxi,42,782.782443035286,-56,97.5586137727269,2.69372174032899,0,0.1152,1.6,0.400637739860205,102.273484766669
445,Taxi,42,782.733122692545,-56,97.5474849466196,2.70589797250687,0,0.116805555555556,1.61111111111111,0.400637739860205,102.261818100002
446,Taxi,42,782.683802349804,-56,97.5363561205124,2.71807343747943,0,0.118422222222222,1.62222222222222,0.400637739860205,102.250151433336
447,Taxi,42,782.642972882354,-56,97.5252272944052,2.73024820128679,0,0.12005,1.63333333333333,0.400637739860205,102.238484766669
448,Taxi,42,782.614869889453,-56,97.514098468298,2.74242242895279,0,0.121688888888889,1.64444444444444,0.400637739860205,102.226818100002
449,Taxi,42,782.586766896552,-56,97.5029696421907,2.75459621946112,0,0.123338888888889,1.65555555555556,0.400637739860205,102.215151433336
450,Taxi,42,782.558663903651,-56,97.4918408160835,2.76676957281179,0,0.125,1.66666666666667,0.400637739860205,102.203484766669
451,Taxi,42,782.53056091075,-56,97.4807119899763,2.77894248900479,0,0.126672222222222,1.67777777777778,0.400637739860205,102.191818100002
452,Taxi,42,782.502457917849,-56,97.4695831638691,2.79111496804013,0,0.128355555555556,1.68888888888889,0.400637739860205,102.180151433336
453,Taxi,42,782.474354924949,-56,97.4584543377618,2.80328700991779,0,0.13005,1.7,0.400637739860205,102.168484766669
454,Taxi,42,782.446251932048,-56,97.4473255116546,2.81545861463779,0,0.131755555555556,1.71111111111111,0.400637739860205,102.156818100002
455,Taxi,42,782.418148939147,-56,97.4361966855474,2.82762978220012,0,0.133472222222222,1.72222222222222,0.400637739860205,102.145151433336
456,Taxi,42,782.390045946246,-56,97.4250678594401,2.83980051260479,0,0.1352,1.73333333333333,0.400637739860205,102.133484766669
457,Taxi,42,782.365039939785,-56,97.4139390333329,2.85197082993946,0,0.136938888888889,1.74444444444444,0.400637739860205,102.121818100002
458,Taxi,42,782.344675824502,-56,97.4028102072257,2.8641407943954,0,0.138688888888889,1.75555555555556,0.400637739860205,102.110151433336
459,Taxi,42,782.324311709219,-56,97.3916813811185,2.87631044207622,0,0.14045,1.76666666666667,0.400637739860205,102.098484766669
460,Taxi,42,782.303947593937,-56,97.3805525550112,2.88847977298191,0,0.142222222222222,1.77777777777778,0.400637739860205,102.086818100002
461,Taxi,42,782.283583478654,-56,97.369423728904,2.90064878711247,0,0.144005555555556,1.78888888888889,0.400637739860205,102.075151433336
462,Taxi,42,782.263219363371,-56,97.3582949027968,2.91281748446791,0,0.1458,1.8,0.400637739860205,102.063484766669
463,Taxi,42,782.242855248088,-56,97.3471660766895,2.92498586504822,0,0.147605555555556,1.81111111111111,0.400637739860205,102.051818100002
464,Taxi,42,782.222491132805,-56,97.3360372505823,2.93715392885341,0,0.149422222222222,1.82222222222222,0.400637739860205,102.040151433336
465,Taxi,42,782.202127017522,-56,97.3249084244751,2.94932167588347,0,0.15125,1.83333333333333,0.400637739860205,102.028484766669
466,Taxi,42,782.181762902239,-56,97.3137795983679,2.9614891061384,0,0.153088888888889,1.84444444444444,0.400637739860205,102.016818100002
467,Taxi,42,782.161403930028,-56,97.3026507722606,2.9736562196582,0,0.154938888888889,1.85555555555556,0.400637739860205,102.005151433336
468,Taxi,42,782.141052666466,-56,97.2915219461534,2.98582301654284,0,0.1568,1.86666666666667,0.400637739860205,101.993484766669
469,Taxi,42,782.120701402904,-56,97.2803931200462,2.99798949685227,0,0.158672222222222,1.87777777777778,0.400637739860205,101.981818100002
470,Taxi,42,782.100350139341,-56,97.2692642939389,3.01015566058649,0,0.160555555555556,1.88888888888889,0.400637739860205,101.970151433336
471,Taxi,42,782.079998875779,-56,97.2581354678317,3.02232150774549,0,0.16245,1.9,0.400637739860205,101.958484766669
472,Taxi,42,782.059647612217,-56,97.2470066417245,3.03448703832929,0,0.164355555555556,1.91111111111111,0.400637739860205,101.946818100002
473,Taxi,42,782.039296348654,-56,97.2358778156173,3.04665225233787,0,0.166272222222222,1.92222222222222,0.400637739860205,101.935151433336
474,Taxi,42,782.018945085092,-56,97.22474898951,3.05881714977125,0,0.1682,1.93333333333333,0.400637739860205,101.923484766669
475,Taxi,42,781.99859382153,-56,97.2136201634028,3.07098173062941,0,0.170138888888889,1.94444444444444,0.400637739860205,101.911818100002
476,Taxi,42,781.978242557967,-56,97.2024913372956,3.08314599491236,0,0.172088888888889,1.95555555555556,0.400637739860205,101.900151433336
477,Taxi,42,781.95789425847,-56,97.1913625111884,3.09530994264316,0,0.17405,1.96666666666667,0.400637739860205,101.888484766669
478,Taxi,42,781.937550401638,-56,97.1802336850811,3.1074735738794,0,0.176022222222222,1.97777777777778,0.400637739860205,101.876818100002
479,Taxi,42,781.909808792989,-56,97.1691048589739,3.11963683111758,0,0.178005555555556,1.98888888888889,0.400637739860205,101.865151433336
480,TakeOff,210,753.471425233189,-280,97.1357183806522,3.15502001838949,0,0.18,2,2.00318869930102,101.830151433336
481,TakeOff,210,749.687571632745,-280,97.0800742501161,3.21347620160094,0.25,0.1819875,1.975,2.00318869930102,101.771818100002
482,TakeOff,210,748.487949515572,-280,97.0244301195799,3.27173858297893,0.5,0.18395,1.95,2.00318869930102,101.713484766669
483,TakeOff,210,747.565136507991,-280,96.9687859890438,3.32991842521318,0.75,0.1858875,1.925,2.00318869930102,101.655151433336
484,TakeOff,210,746.769423777698,-280,96.9131418585077,3.38803143589096,1,0.1878,1.9,2.00318869930102,101.596818100002
485,TakeOff,210,746.057665584473,-280,96.8574977279715,3.44608582269948,1.25,0.1896875,1.875,2.00318869930102,101.538484766669
486,TakeOff,210,745.435575210887,-280,96.8018535974354,3.5040883376193,1.5,0.19155,1.85,2.00318869930102,101.480151433336
487,TakeOff,210,744.888571792484,-280,96.7462094668992,3.56204538778055,1.75,0.1933875,1.825,2.00318869930102,101.421818100002
488,TakeOff,210,744.396061157235,-280,96.6905653363631,3.61996201239526,2,0.1952,1.8,2.00318869930102,101.363484766669
489,TakeOff,210,743.959679012371,-280,96.634921205827,3.67784251340185,2.25,0.1969875,1.775,2.00318869930102,101.305151433336
490,TakeOff,210,743.588257836323,-280,96.5792770752908,3.73569159983486,2.5,0.19875,1.75,2.00318869930102,101.246818100002
491,TakeOff,210,743.252155361909,-280,96.5236329447547,3.79351317145923,2.75,0.2004875,1.725,2.00318869930102,101.188484766669
492,TakeOff,210,742.94995055065,-280,96.4679888142185,3.8513099200225,3,0.2022,1.7,2.00318869930102,101.130151433336
493,TakeOff,210,742.694739638429,-280,96.4123446836824,3.90908499130763,3.25,0.2038875,1.675,2.00318869930102,101.071818100002
494,TakeOff,210,742.455076658415,-280,96.3567005531463,3.96684081749695,3.5,0.20555,1.65,2.00318869930102,101.013484766669
495,TakeOff,210,742.248875671939,-280,96.3010564226101,4.02457930453202,3.75,0.2071875,1.625,2.00318869930102,100.955151433336
496,TakeOff,210,742.062744218821,-280,96.245412292074,4.08230253419444,4,0.2088,1.6,2.00318869930102,100.896818100002
497,TakeOff,210,741.89524519871,-280,96.1897681615378,4.14001201156068,4.25,0.2103875,1.575,2.00318869930102,100.838484766669
498,TakeOff,210,741.751667652626,-280,96.1341240310017,4.1977093915049,4.5,0.21195,1.55,2.00318869930102,100.780151433336
499,TakeOff,210,741.617397885805,-280,96.0784799004656,4.25539596627584,4.75,0.2134875,1.525,2.00318869930102,100.721818100002
500,TakeOff,210,741.495633482613,-280,96.0228357699294,4.31307258416239,5,0.215,1.5,2.00318869930102,100.663484766669
501,TakeOff,210,741.39000747435,-280,95.9671916393933,4.37074035908849,5.25,0.2164875,1.475,2.00318869930102,100.605151433336
502,TakeOff,210,741.287844245648,-280,95.9115475088572,4.42840005332204,5.5,0.21795,1.45,2.00318869930102,100.546818100002
503,TakeOff,210,741.204810474693,-280,95.855903378321,4.48605254545006,5.75,0.2193875,1.425,2.00318869930102,100.488484766669
504,TakeOff,210,741.121776703738,-280,95.8002592477849,4.54369857939589,6,0.2208,1.4,2.00318869930102,100.430151433336
505,TakeOff,210,741.045657603068,-280,95.7446151172487,4.60133842406337,6.25,0.2221875,1.375,2.00318869930102,100.371818100002
506,TakeOff,210,740.980831566638,-280,95.6889709867126,4.65897278753108,6.5,0.22355,1.35,2.00318869930102,100.313484766669
507,TakeOff,210,740.916005530209,-280,95.6333268561765,4.71660210897374,6.75,0.2248875,1.325,2.00318869930102,100.255151433336
508,TakeOff,210,740.860819833122,-280,95.5776827256403,4.77422676329342,7,0.2262,1.3,2.00318869930102,100.196818100002
509,TakeOff,210,740.811895174498,-280,95.5220385951042,4.83184736887705,7.25,0.2274875,1.275,2.00318869930102,100.138484766669
510,TakeOff,210,740.762970515874,-280,95.466394464568,4.88946416920946,7.5,0.22875,1.25,2.00318869930102,100.080151433336
511,TakeOff,210,740.716771606297,-280,95.4107503340319,4.94707727029199,7.75,0.2299875,1.225,2.00318869930102,100.021818100002
512,TakeOff,210,740.681389557696,-280,95.3551062034958,5.0046871987817,8,0.2312,1.2,2.00318869930102,99.9634847666689
513,TakeOff,210,740.646007509095,-280,95.2994620729596,5.06229437533429,8.25,0.2323875,1.175,2.00318869930102,99.9051514333356
514,TakeOff,210,740.610625460494,-280,95.2438179424235,5.11989879994978,8.5,0.23355,1.15,2.00318869930102,99.8468181000022
515,TakeOff,210,740.583316919588,-280,95.1881738118873,5.17750078659789,8.75,0.2346875,1.125,2.00318869930102,99.7884847666689
516,TakeOff,210,740.558073825589,-280,95.1325296813512,5.23510072957131,9,0.2358,1.1,2.00318869930102,99.7301514333355
517,TakeOff,210,740.53283073159,-280,95.0768855508151,5.29269870919298,9.25,0.2368875,1.075,2.00318869930102,99.6718181000022
518,TakeOff,210,740.507587637591,-280,95.0212414202789,5.3502947254629,9.5,0.23795,1.05,2.00318869930102,99.6134847666689
519,TakeOff,210,740.516106090147,-280,94.9655972897428,5.40789009133008,9.75,0.2389875,1.025,2.00318869930102,99.5551514333356
520,TakeOff,210,740.571663287341,-280,94.9099531592066,5.4654879490281,10,0.24,1,2.00318869930102,99.4968181000022
521,TakeOff,210,740.627220484535,-280,94.8543090286705,5.52309012784145,10.25,0.2409875,0.975,2.00318869930102,99.4384847666689
522,TakeOff,210,740.682777681729,-280,94.7986648981343,5.58069662777014,10.5,0.24195,0.95,2.00318869930102,99.3801514333355
523,TakeOff,210,740.738334878923,-280,94.7430207675982,5.63830744881416,10.75,0.2428875,0.925,2.00318869930102,99.3218181000022
524,TakeOff,210,740.793800049252,-280,94.6873766370621,5.6959225873947,11,0.2438,0.9,2.00318869930102,99.2634847666689
525,TakeOff,210,740.844973844178,-280,94.6317325065259,5.75354187304611,11.25,0.2446875,0.875,2.00318869930102,99.2051514333355
526,TakeOff,210,740.896147639103,-280,94.5760883759898,5.81116513888157,11.5,0.24555,0.85,2.00318869930102,99.1468181000022
527,TakeOff,210,740.947321434029,-280,94.5204442454537,5.86879238490109,11.75,0.2463875,0.825,2.00318869930102,99.0884847666689
528,TakeOff,210,740.998495228954,-280,94.4648001149175,5.92642361110465,12,0.2472,0.8,2.00318869930102,99.0301514333355
529,TakeOff,210,741.02578519143,-280,94.4091559843814,5.98405788867655,12.25,0.2479875,0.775,2.00318869930102,98.9718181000022
530,TakeOff,210,741.049038205763,-280,94.3535118538452,6.04169413180866,12.5,0.24875,0.75,2.00318869930102,98.9134847666689
531,TakeOff,210,741.064686171713,-280,94.2978677233091,6.09933188775668,12.75,0.2494875,0.725,2.00318869930102,98.8551514333355
532,TakeOff,210,741.076175205083,-280,94.242223592773,6.15697069903244,13,0.2502,0.7,2.00318869930102,98.7968181000022
533,TakeOff,210,741.084184434,-280,94.1865794622368,6.21461026857396,13.25,0.2508875,0.675,2.00318869930102,98.7384847666689
534,TakeOff,210,741.09138973996,-280,94.1309353317007,6.27225042979184,13.5,0.25155,0.65,2.00318869930102,98.6801514333355
535,TakeOff,210,741.094610942281,-280,94.0752912011645,6.32989099648503,13.75,0.2521875,0.625,2.00318869930102,98.6218181000022
536,TakeOff,210,741.097832144602,-280,94.0196470706284,6.38753181371619,14,0.2528,0.6,2.00318869930102,98.5634847666689
537,TakeOff,210,741.097980956613,-280,93.9640029400923,6.44517276200346,14.25,0.2533875,0.575,2.00318869930102,98.5051514333355
538,TakeOff,210,741.093171614765,-280,93.9083588095561,6.5028135290479,14.5,0.25395,0.55,2.00318869930102,98.4468181000022
539,TakeOff,210,741.144845388988,-280,93.85271467902,6.56045611859805,14.75,0.2544875,0.525,2.00318869930102,98.3884847666689
540,Climb,150,750.420466645453,-200,93.805019709989,6.61012343110333,15,0.255,0.5,1.4308490709293,98.3384847666689
541,Climb,150,751.500276554743,-200,93.7652739024632,6.65184345174778,16.5833333333333,0.2556375,0.775,1.4308490709293,98.2968181000022
542,Climb,150,751.842399989078,-200,93.7255280949374,6.69360297054066,18.1666666666667,0.25655,1.05,1.4308490709293,98.2551514333355
543,Climb,150,752.101200620924,-200,93.6857822874116,6.73537918166872,19.75,0.2577375,1.325,1.4308490709293,98.2134847666689
544,Climb,150,752.324368370251,-200,93.6460364798858,6.77716878080736,21.3333333333333,0.2592,1.6,1.4308490709293,98.1718181000022
545,Climb,150,752.514330829904,-200,93.6062906723599,6.81896985578514,22.9166666666667,0.2609375,1.875,1.4308490709293,98.1301514333355
546,Climb,150,752.682666518518,-200,93.5665448648341,6.86078088348926,24.5,0.26295,2.15,1.4308490709293,98.0884847666689
547,Climb,150,752.825863774887,-200,93.5267990573083,6.9026005648863,26.0833333333333,0.2652375,2.425,1.4308490709293,98.0468181000022
548,Climb,150,752.961556193968,-200,93.4870532497825,6.94442799321877,27.6666666666667,0.2678,2.7,1.4308490709293,98.0051514333355
549,Climb,150,753.06448793619,-200,93.4473074422567,6.98626205000016,29.25,0.2706375,2.975,1.4308490709293,97.9634847666689
550,Climb,150,753.167419678411,-200,93.4075616347309,7.02810182521168,30.8333333333333,0.27375,3.25,1.4308490709293,97.9218181000022
551,Climb,150,753.240534308485,-200,93.3678158272051,7.06994649060021,32.4166666666667,0.2771375,3.525,1.4308490709293,97.8801514333355
552,Climb,150,753.313206588824,-200,93.3280700196792,7.11179520562513,34,0.2808,3.8,1.4308490709293,97.8384847666689
553,Climb,150,753.368195517294,-200,93.2883242121534,7.15364746679475,35.5833333333333,0.2847375,4.075,1.4308490709293,97.7968181000022
554,Climb,150,753.418323404207,-200,93.2485784046276,7.1955026478759,37.1666666666667,0.28895,4.35,1.4308490709293,97.7551514333355
555,Climb,150,753.458648050541,-200,93.2088325971018,7.23736034152742,38.75,0.2934375,4.625,1.4308490709293,97.7134847666689
556,Climb,150,753.491971635319,-200,93.169086789576,7.27922008096314,40.3333333333333,0.2982,4.9,1.4308490709293,97.6718181000022
557,Climb,150,753.520043790701,-200,93.1293409820502,7.32108152583609,41.9166666666667,0.3032375,5.175,1.4308490709293,97.6301514333355
558,Climb,150,753.539633643304,-200,93.0895951745243,7.3629442946537,43.5,0.30855,5.45,1.4308490709293,97.5884847666689
559,Climb,150,753.559223495907,-200,93.0498493669985,7.40480815179645,45.0833333333333,0.3141375,5.725,1.4308490709293,97.5468181000022
560,Climb,150,753.572933466959,-200,93.0101035594727,7.44667293393431,46.6666666666667,0.32,6,1.4308490709293,97.5051514333355
561,Climb,150,753.581028590767,-200,92.9703577519469,7.48853832176925,48.25,0.3261375,6.275,1.4308490709293,97.4634847666689
562,Climb,150,753.589123714575,-200,92.9306119444211,7.53040415933328,49.8333333333333,0.33255,6.55,1.4308490709293,97.4218181000022
563,Climb,150,753.591810225346,-200,92.8908661368953,7.57227029638717,51.4166666666667,0.3392375,6.825,1.4308490709293,97.3801514333355
564,Climb,150,753.591463393825,-200,92.8511203293695,7.61413649843215,53,0.3462,7.1,1.4308490709293,97.3384847666689
565,Climb,150,753.591116562304,-200,92.8113745218437,7.65600268120871,54.5833333333333,0.3534375,7.375,1.4308490709293,97.2968181000022
566,Climb,150,753.590613318718,-200,92.7716287143178,7.69786884037207,56.1666666666667,0.36095,7.65,1.4308490709293,97.2551514333355
567,Climb,150,753.583896037586,-200,92.731882906792,7.7397347989653,57.75,0.3687375,7.925,1.4308490709293,97.2134847666689
568,Climb,150,753.577178756454,-200,92.6921370992662,7.78160038437624,59.3333333333333,0.3768,8.2,1.4308490709293,97.1718181000022
569,Climb,150,753.570461475322,-200,92.6523912917404,7.8234655966049,60.9166666666667,0.3851375,8.475,1.4308490709293,97.1301514333355
570,Climb,150,753.562035078078,-200,92.6126454842146,7.86533038817583,62.5,0.39375,8.75,1.4308490709293,97.0884847666689
571,Climb,150,753.551133125424,-200,92.5728996766888,7.90719464284815,64.0833333333333,0.4026375,9.025,1.4308490709293,97.0468181000022
572,Climb,150,753.54023117277,-200,92.533153869163,7.94905829185643,65.6666666666667,0.4118,9.3,1.4308490709293,97.0051514333355
573,Climb,150,753.529329220117,-200,92.4934080616372,7.99092133520068,67.25,0.4212375,9.575,1.4308490709293,96.9634847666689
574,Climb,150,753.518427267463,-200,92.4536622541113,8.03278377288089,68.8333333333333,0.43095,9.85,1.4308490709293,96.9218181000022
575,Climb,150,753.505244330875,-200,92.4139164465855,8.0746455415364,70.4166666666667,0.4409375,10.125,1.4308490709293,96.8801514333355
576,Climb,150,753.491353491525,-200,92.3741706390597,8.11650655814258,72,0.4512,10.4,1.4308490709293,96.8384847666689
577,Climb,150,753.477462652175,-200,92.3344248315339,8.15836680303546,73.5833333333333,0.4617375,10.675,1.4308490709293,96.7968181000022
578,Climb,150,753.463571812825,-200,92.2946790240081,8.20022627621504,75.1666666666667,0.47255,10.95,1.4308490709293,96.7551514333355
579,Climb,150,753.449680973475,-200,92.2549332164823,8.24208497768133,76.75,0.4836375,11.225,1.4308490709293,96.7134847666689
580,Climb,150,753.435774326487,-200,92.2151874089564,8.28394290699521,78.3333333333333,0.495,11.5,1.4308490709293,96.6718181000022
581,Climb,150,753.420072596303,-200,92.1754416014306,8.32580001385418,79.9166666666667,0.5066375,11.775,1.4308490709293,96.6301514333355
582,Climb,150,753.40437086612,-200,92.1356957939048,8.3676562483948,81.5,0.51855,12.05,1.4308490709293,96.5884847666689
583,Climb,150,753.388669135936,-200,92.095949986379,8.40951161061708,83.0833333333333,0.5307375,12.325,1.4308490709293,96.5468181000022
584,Climb,150,753.372967405752,-200,92.0562041788532,8.45136610052102,84.6666666666667,0.5432,12.6,1.4308490709293,96.5051514333355
585,Climb,150,753.357265675568,-200,92.0164583713274,8.49321971810661,86.25,0.5559375,12.875,1.4308490709293,96.4634847666689
586,Climb,150,753.341563945385,-200,91.9767125638016,8.53507246337386,87.8333333333333,0.56895,13.15,1.4308490709293,96.4218181000022
587,Climb,150,753.325799621063,-200,91.9369667562758,8.57692433458404,89.4166666666667,0.5822375,13.425,1.4308490709293,96.3801514333355
588,Climb,150,753.30919060789,-200,91.8972209487499,8.61877530653484,91,0.5958,13.7,1.4308490709293,96.3384847666689
589,Climb,150,753.292581594717,-200,91.8574751412241,8.66062535576269,92.5833333333333,0.6096375,13.975,1.4308490709293,96.2968181000022
590,Climb,150,753.275972581544,-200,91.8177293336983,8.70247448226759,94.1666666666667,0.62375,14.25,1.4308490709293,96.2551514333355
591,Climb,150,753.259363568372,-200,91.7779835261725,8.74432268604953,95.75,0.6381375,14.525,1.4308490709293,96.2134847666689
592,Climb,150,753.242754555199,-200,91.7382377186467,8.78616996710852,97.3333333333333,0.6528,14.8,1.4308490709293,96.1718181000022
593,Climb,150,753.226145542026,-200,91.6984919111209,8.82801632544455,98.9166666666667,0.6677375,15.075,1.4308490709293,96.1301514333356
594,Climb,150,753.209536528854,-200,91.6587461035951,8.86986176105763,100.5,0.68295,15.35,1.4308490709293,96.0884847666689
595,Climb,150,753.192927515681,-200,91.6190002960692,8.91170627394776,102.083333333333,0.6984375,15.625,1.4308490709293,96.0468181000022
596,Climb,150,753.176108035547,-200,91.5792544885434,8.95354985826863,103.666666666667,0.7142,15.9,1.4308490709293,96.0051514333355
597,Climb,150,753.159131923734,-200,91.5395086810176,8.99539250382305,105.25,0.7302375,16.175,1.4308490709293,95.9634847666689
598,Climb,150,753.14215581192,-200,91.4997628734918,9.03723420626015,106.833333333333,0.74655,16.45,1.4308490709293,95.9218181000022
599,Climb,150,753.125179700107,-200,91.460017065966,9.07907496557993,108.416666666667,0.7631375,16.725,1.4308490709293,95.8801514333355
600,Climb,150,753.108203588294,-200,91.4202712584402,9.12091478178239,110,0.78,17,1.4308490709293,95.8384847666689
601,Climb,150,753.09122747648,-200,91.3805254509143,9.16275365486752,111.583333333333,0.7971375,17.275,1.4308490709293,95.7968181000022
602,Climb,150,753.074251364667,-200,91.3407796433885,9.20459158483533,113.166666666667,0.81455,17.55,1.4308490709293,95.7551514333355
603,Climb,150,753.057275252854,-200,91.3010338358627,9.24642857168582,114.75,0.8322375,17.825,1.4308490709293,95.7134847666689
604,Climb,150,753.04029914104,-200,91.2612880283369,9.28826461541898,116.333333333333,0.8502,18.1,1.4308490709293,95.6718181000022
605,Climb,150,753.023323029227,-200,91.2215422208111,9.33009971603482,117.916666666667,0.8684375,18.375,1.4308490709293,95.6301514333355
606,Climb,150,753.00628861663,-200,91.1817964132853,9.37193387191387,119.5,0.88695,18.65,1.4308490709293,95.5884847666689
607,Climb,150,752.98921081599,-200,91.1420506057595,9.41376708023145,121.083333333333,0.9057375,18.925,1.4308490709293,95.5468181000022
608,Climb,150,752.97213301535,-200,91.1023047982337,9.45559933978232,122.666666666667,0.9248,19.2,1.4308490709293,95.5051514333355
609,Climb,150,752.95505521471,-200,91.0625589907078,9.49743065056649,124.25,0.9441375,19.475,1.4308490709293,95.4634847666689
610,Climb,150,752.93797741407,-200,91.022813183182,9.53926101258395,125.833333333333,0.96375,19.75,1.4308490709293,95.4218181000022
611,Climb,150,752.920899613431,-200,90.9830673756562,9.58109042583471,127.416666666667,0.9836375,20.025,1.4308490709293,95.3801514333355
612,Climb,150,752.903821812791,-200,90.9433215681304,9.62291889031878,129,1.0038,20.3,1.4308490709293,95.3384847666689
613,Climb,150,752.886744012151,-200,90.9035757606046,9.66474640603614,130.583333333333,1.0242375,20.575,1.4308490709293,95.2968181000022
614,Climb,150,752.869666211511,-200,90.8638299530788,9.70657297298679,132.166666666667,1.04495,20.85,1.4308490709293,95.2551514333355
615,Climb,150,752.852588410871,-200,90.824084145553,9.74839859117075,133.75,1.0659375,21.125,1.4308490709293,95.2134847666689
616,Climb,150,752.835752471335,-200,90.7843383380272,9.79022326730636,135.333333333333,1.0872,21.4,1.4308490709293,95.1718181000022
617,Climb,150,752.819096527323,-200,90.7445925305013,9.83204701311188,136.916666666667,1.1087375,21.675,1.4308490709293,95.1301514333355
618,Climb,150,752.80244058331,-200,90.7048467229755,9.87386983358718,138.5,1.13055,21.95,1.4308490709293,95.0884847666689
619,Climb,150,752.785784639298,-200,90.6651009154497,9.91569172873225,140.083333333333,1.1526375,22.225,1.4308490709293,95.0468181000022
620,Climb,150,752.769128695286,-200,90.6253551079239,9.9575126985471,141.666666666667,1.175,22.5,1.4308490709293,95.0051514333355
621,Climb,150,752.752472751274,-200,90.5856093003981,9.99933274303173,143.25,1.1976375,22.775,1.4308490709293,94.9634847666689
622,Climb,150,752.735816807262,-200,90.5458634928723,10.0411518621861,144.833333333333,1.22055,23.05,1.4308490709293,94.9218181000022
623,Climb,150,752.719160863249,-200,90.5061176853464,10.0829700560103,146.416666666667,1.2437375,23.325,1.4308490709293,94.8801514333355
624,Climb,150,752.702504919237,-200,90.4663718778206,10.1247873245043,148,1.2672,23.6,1.4308490709293,94.8384847666689
625,Climb,150,752.685848975225,-200,90.4266260702948,10.166603667668,149.583333333333,1.2909375,23.875,1.4308490709293,94.7968181000022
626,Climb,150,752.670019622534,-200,90.386880262769,10.2084191084624,151.166666666667,1.31495,24.15,1.4308490709293,94.7551514333355
627,Climb,150,752.654805427614,-200,90.3471344552432,10.250233686936,152.75,1.3392375,24.425,1.4308490709293,94.7134847666689
628,Climb,150,752.639591232693,-200,90.3073886477174,10.2920474201766,154.333333333333,1.3638,24.7,1.4308490709293,94.6718181000022
629,Climb,150,752.624377037773,-200,90.2676428401916,10.3338603081841,155.916666666667,1.3886375,24.975,1.4308490709293,94.6301514333355
630,Climb,150,752.609162842853,-200,90.2278970326658,10.3756723509585,157.5,1.41375,25.25,1.4308490709293,94.5884847666689
631,Climb,150,752.593948647933,-200,90.1881512251399,10.4174835485,159.083333333333,1.4391375,25.525,1.4308490709293,94.5468181000022
632,Climb,150,752.578734453013,-200,90.1484054176141,10.4592939008083,160.666666666667,1.4648,25.8,1.4308490709293,94.5051514333355
633,Climb,150,752.563520258093,-200,90.1086596100883,10.5011034078836,162.25,1.4907375,26.075,1.4308490709293,94.4634847666689
634,Climb,150,752.548306063173,-200,90.0689138025625,10.5429120697259,163.833333333333,1.51695,26.35,1.4308490709293,94.4218181000022
635,Climb,150,752.533091868252,-200,90.0291679950367,10.5847198863351,165.416666666667,1.5434375,26.625,1.4308490709293,94.3801514333355
636,Climb,150,752.524569882606,-200,89.9894221875109,10.6265270436059,167,1.5702,26.9,1.4308490709293,94.3384847666689
637,Climb,150,752.521028307995,-200,89.949676379985,10.6683338657779,168.583333333333,1.5972375,27.175,1.4308490709293,94.2968181000022
638,Climb,150,752.517486733385,-200,89.9099305724592,10.7101404911957,170.166666666667,1.62455,27.45,1.4308490709293,94.2551514333355
639,Climb,150,752.513945158774,-200,89.8701847649334,10.7519469198594,171.75,1.6521375,27.725,1.4308490709293,94.2134847666689
640,Climb,150,752.510403584163,-200,89.8304389574076,10.7937531517689,173.333333333333,1.68,28,1.4308490709293,94.1718181000022
641,Climb,150,752.506862009553,-200,89.7906931498818,10.8355591869243,174.916666666667,1.7081375,28.275,1.4308490709293,94.1301514333355
642,Climb,150,752.503320434942,-200,89.750947342356,10.8773650253255,176.5,1.73655,28.55,1.4308490709293,94.0884847666689
643,Climb,150,752.499778860331,-200,89.7112015348302,10.9191706669726,178.083333333333,1.7652375,28.825,1.4308490709293,94.0468181000022
644,Climb,150,752.49623728572,-200,89.6714557273044,10.9609761118656,179.666666666667,1.7942,29.1,1.4308490709293,94.0051514333355
645,Climb,150,752.49269571111,-200,89.6317099197785,11.0027813600044,181.25,1.8234375,29.375,1.4308490709293,93.9634847666689
646,Climb,150,752.489465570772,-200,89.5919641122527,11.04458642004,182.833333333333,1.85295,29.65,1.4308490709293,93.9218181000022
647,Climb,150,752.486467203025,-200,89.5522183047269,11.0863913070615,184.416666666667,1.8827375,29.925,1.4308490709293,93.8801514333355
648,Climb,150,752.483468835279,-200,89.5124724972011,11.128196027507,186,1.9128,30.2,1.4308490709293,93.8384847666689
649,Climb,150,752.480470467533,-200,89.4727266896753,11.1700005813765,187.583333333333,1.9431375,30.475,1.4308490709293,93.7968181000022
