t_s,phase,P_demand_kW,V_pack,I_pack,SOC_pct,E_consumed_kWh,alt_m,range_km,v_mps,C_rate,E_remaining_kWh
85,Idle,10.5,797.141201650254,-14,99.7635124452214,0.263623840714429,0,0,0,0.100159434965051,104.584943100002
86,Idle,10.5,797.133909874993,-14,99.7607302386946,0.266723820097951,0,0,0,0.100159434965051,104.582026433336
87,Idle,10.5,797.126618099733,-14,99.7579480321678,0.269823771124568,0,0,0,0.100159434965051,104.579109766669
88,Idle,10.5,797.119326324472,-14,99.755165825641,0.272923693794282,0,0,0,0.100159434965051,104.576193100002
89,Idle,10.5,797.112034549212,-14,99.7523836191142,0.276023588107092,0,0,0,0.100159434965051,104.573276433336
90,Idle,10.5,797.104742773951,-14,99.7496014125874,0.279123454062998,0,0,0,0.100159434965051,104.570359766669
91,Idle,10.5,797.097450998691,-14,99.7468192060606,0.282223291662,0,0,0,0.100159434965051,104.567443100002
92,Idle,10.5,797.09015922343,-14,99.7440369995338,0.285323100904099,0,0,0,0.100159434965051,104.564526433336
93,Idle,10.5,797.08286744817,-14,99.7412547930069,0.288422881789294,0,0,0,0.100159434965051,104.561609766669
94,Idle,10.5,797.075575672909,-14,99.7384725864801,0.291522634317585,0,0,0,0.100159434965051,104.558693100002
95,Idle,10.5,797.068283723606,-14,99.7356903799533,0.294622358488633,0,0,0,0.100159434965051,104.555776433336
96,Idle,10.5,797.060991469845,-14,99.7329081734265,0.29772205430151,0,0,0,0.100159434965051,104.552859766669
97,Idle,10.5,797.053699216084,-14,99.7301259668997,0.300821721755621,0,0,0,0.100159434965051,104.549943100002
98,Idle,10.5,797.046406962323,-14,99.7273437603729,0.303921360850968,0,0,0,0.100159434965051,104.547026433336
99,Idle,10.5,797.039114708562,-14,99.7245615538461,0.30702097158755,0,0,0,0.100159434965051,104.544109766669
100,Idle,10.5,797.031822454801,-14,99.7217793473193,0.310120553965368,0,0,0,0.100159434965051,104.541193100002
101,Idle,10.5,797.024530201041,-14,99.7189971407925,0.313220107984421,0,0,0,0.100159434965051,104.538276433336
102,Idle,10.5,797.01723794728,-14,99.7162149342657,0.316319633644709,0,0,0,0.100159434965051,104.535359766669
103,Idle,10.5,797.009945693519,-14,99.7134327277389,0.319419130946233,0,0,0,0.100159434965051,104.532443100002
104,Idle,10.5,797.002653439758,-14,99.7106505212121,0.322518599888992,0,0,0,0.100159434965051,104.529526433336
105,Idle,10.5,796.995361208132,-14,99.7078683146853,0.32561804047303,0,0,0,0.100159434965051,104.526609766669
106,Idle,10.5,796.988069015227,-14,99.7050861081585,0.328717452698464,0,0,0,0.100159434965051,104.523693100002
107,Idle,10.5,796.980776822323,-14,99.7023039016317,0.331816836565371,0,0,0,0.100159434965051,104.520776433336
108,Idle,10.5,796.973484629418,-14,99.6995216951048,0.334916192073749,0,0,0,0.100159434965051,104.517859766669
109,Idle,10.5,796.966192436513,-14,99.696739488578,0.338015519223599,0,0,0,0.100159434965051,104.514943100002
110,Idle,10.5,796.958900243609,-14,99.6939572820512,0.341114818014922,0,0,0,0.100159434965051,104.512026433336
111,Idle,10.5,796.951608050704,-14,99.6911750755244,0.344214088447716,0,0,0,0.100159434965051,104.509109766669
112,Idle,10.5,796.9443158578,-14,99.6883928689976,0.347313330521983,0,0,0,0.100159434965051,104.506193100002
113,Idle,10.5,796.937023664895,-14,99.6856106624708,0.350412544237722,0,0,0,0.100159434965051,104.503276433336
114,Idle,10.5,796.929731471991,-14,99.682828455944,0.353511729594932,0,0,0,0.100159434965051,104.500359766669
115,Idle,10.5,796.922439341915,-14,99.6800462494172,0.356610886593737,0,0,0,0.100159434965051,104.497443100002
116,Idle,10.5,796.915147321748,-14,99.6772640428904,0.359710015234472,0,0,0,0.100159434965051,104.494526433336
117,Idle,10.5,796.907855301582,-14,99.6744818363636,0.362809115517351,0,0,0,0.100159434965051,104.491609766669
118,Idle,10.5,796.900563281415,-14,99.6716996298368,0.365908187442373,0,0,0,0.100159434965051,104.488693100002
119,Idle,10.5,796.893271261249,-14,99.66891742331,0.369007231009539,0,0,0,0.100159434965051,104.485776433336
120,Idle,10.5,796.885979241082,-14,99.6661352167832,0.372106246218849,0,0,0,0.100159434965051,104.482859766669
121,Idle,10.5,796.878687220916,-14,99.6633530102563,0.375205233070303,0,0,0,0.100159434965051,104.479943100002
122,Idle,10.5,796.871395200749,-14,99.6605708037296,0.378304191563901,0,0,0,0.100159434965051,104.477026433336
123,Idle,10.5,796.864103180582,-14,99.6577885972027,0.381403121699642,0,0,0,0.100159434965051,104.474109766669
124,Idle,10.5,796.856811160416,-14,99.6550063906759,0.384502023477528,0,0,0,0.100159434965051,104.471193100002
125,Idle,10.5,796.849519176855,-14,99.6522241841491,0.387600896897628,0,0,0,0.100159434965051,104.468276433336
126,Idle,10.5,796.842227257328,-14,99.6494419776223,0.390699741960139,0,0,0,0.100159434965051,104.465359766669
127,Idle,10.5,796.834935337802,-14,99.6466597710955,0.393798558665185,0,0,0,0.100159434965051,104.462443100002
128,Idle,10.5,796.827643418275,-14,99.6438775645687,0.396897347012766,0,0,0,0.100159434965051,104.459526433336
129,Idle,10.5,796.820351498749,-14,99.6410953580419,0.399996107002883,0,0,0,0.100159434965051,104.456609766669
130,Idle,10.5,796.813059579223,-14,99.6383131515151,0.403094838635534,0,0,0,0.100159434965051,104.453693100002
131,Idle,10.5,796.805767659696,-14,99.6355309449883,0.406193541910721,0,0,0,0.100159434965051,104.450776433336
132,Idle,10.5,796.79847574017,-14,99.6327487384615,0.409292216828443,0,0,0,0.100159434965051,104.447859766669
133,Idle,10.5,796.791183820643,-14,99.6299665319347,0.4123908633887,0,0,0,0.100159434965051,104.444943100002
134,Idle,10.5,796.783891901117,-14,99.6271843254079,0.415489481591492,0,0,0,0.100159434965051,104.442026433336
135,Idle,10.5,796.776599993433,-14,99.6244021188811,0.418588071436843,0,0,0,0.100159434965051,104.439109766669
136,Idle,10.5,796.769308106467,-14,99.6216199123542,0.421686632924815,0,0,0,0.100159434965051,104.436193100002
137,Idle,10.5,796.762016219501,-14,99.6188377058274,0.424785166055449,0,0,0,0.100159434965051,104.433276433336
138,Idle,10.5,796.754724332534,-14,99.6160554993006,0.427883670828744,0,0,0,0.100159434965051,104.430359766669
139,Idle,10.5,796.747432445568,-14,99.6132732927738,0.430982147244702,0,0,0,0.100159434965051,104.427443100002
