SOCbp,OCV_V_15C,R0_ohm_15C,R1_ohm_15C,C1_F_15C,tau1_s_15C,R2_ohm_15C,C2_F_15C,tau2_s_15C,OCV_V_25C,R0_ohm_25C,R1_ohm_25C,C1_F_25C,tau1_s_25C,R2_ohm_25C,C2_F_25C,tau2_s_25C,OCV_V_45C,R0_ohm_45C,R1_ohm_45C,C1_F_45C,tau1_s_45C,R2_ohm_45C,C2_F_45C,tau2_s_45C
0.345,3.6339928971408,0.00267948896291995,0.000299784564680558,1219.73430312335,0.365657517087779,0.00219666547647851,7910.8625315546,17.3775186122333,3.62079478831515,0.00186525601189832,0.000148374104049047,3864.97178929195,0.573461726411035,0.00170593372144721,8789.14902580504,14.9937057059457,3.6060979187446,0.00157585341683271,0.000132611387456094,3892.44107455623,0.516182011487992,0.00162464701345366,10573.0199285266,17.1774252500668
0.35,3.63908704379603,0.0026883042219167,0.000300169697233297,1218.41607438112,0.365731584151163,0.00217889854819385,7915.01353918425,17.2460115094632,3.62628598600161,0.00186910520869137,0.000146754355490481,3875.3847112408,0.568729585575809,0.00164930170676836,8756.10581179461,14.4414602600372,3.6115500707147,0.00157657246186984,0.00013192462830429,3860.22857924771,0.509259220486851,0.00154578237648493,10542.9644659403,16.2971286673574
0.355,3.64418119045126,0.0026985337485579,0.000301077821910785,1214.53299840958,0.365668949799931,0.00216200113685406,7914.80266748594,17.1118123650802,3.6314934486243,0.00187295440548442,0.000145134606931916,3886.03005625778,0.563997444740583,0.00159266969208951,8720.71270214648,13.8892148141287,3.61705078361083,0.00157729150690696,0.000131237869152486,3827.67895219362,0.50233642948571,0.00146691773951621,10509.6773113757,15.416832084648
0.36,3.64927533710648,0.00270876327519911,0.000301985946588274,1210.67327661828,0.365606315448699,0.00214510372551428,7914.58847363049,16.9776132206971,3.6366651903654,0.00187680360227746,0.00014351485837335,3896.91569391682,0.559265303905357,0.00153603767741066,8682.70978268104,13.3369693682202,3.62255149650696,0.00157801055194409,0.000130551110000681,3794.78687298777,0.495413638484568,0.00138805310254749,10472.6076223307,14.5365355019387
0.365,3.65458577133772,0.00271899280184031,0.000302894071265763,1206.83669894857,0.365543681097467,0.0021282063141745,7914.37087848668,16.8434140763141,3.64183693210651,0.00188065279907051,0.000141895109814784,3908.04985312012,0.554533163070131,0.00147940566273181,8641.7973409024,12.7847239223117,3.62805220940309,0.00157872959698122,0.000129864350848877,3761.54690868076,0.488490847483427,0.00130918846557877,10431.0718267687,13.6562389192293
0.37,3.65998017838473,0.00272922232848151,0.000303802195943251,1203.02305785342,0.365481046746235,0.00211130890283471,7914.14980039006,16.7092149319311,3.64700867384761,0.00188431893887994,0.000143370402698441,3912.75966871274,0.560973929365563,0.00144141723540628,8709.42545316119,12.5539159586727,3.63355292229922,0.00157944864201835,0.000129177591697073,3727.95351078834,0.481568056482285,0.00123032382861004,10384.2110828281,12.7759423365199
0.375,3.66537458543174,0.00273945185512272,0.00030471032062074,1199.23214826,0.365418412395003,0.00209441149149493,7913.92515504071,16.575015787548,3.65218041558871,0.0018878864823456,0.000146512716222028,3913.87554123809,0.573432536501752,0.00141347043288627,8840.81986075724,12.4962374756541,3.63905363519535,0.00158016768705547,0.000128490832545268,3694.00101220391,0.474645265481144,0.00115145919164132,10330.9312567596,11.8956457538105
0.38,3.67076899247874,0.00274968138176392,0.000305618445298229,1195.46376753291,0.365355778043771,0.00207751408015514,7913.69685539616,16.440816643165,3.65735215732982,0.00189145402581127,0.000149655029745615,3914.94455371025,0.58589114363794,0.00138552363036626,8977.5148687629,12.4385589926355,3.64455434809148,0.0015819657683059,0.000129824052312737,3658.71505085996,0.474989214160242,0.00110347953009417,10521.3088917791,11.610048991876
0.385,3.67616339952575,0.00275991090840512,0.000306526569975717,1191.7177154381,0.365293143692539,0.00206061666881536,7913.46481155886,16.306617498782,3.66252389907092,0.00189502156927694,0.000152797343269202,3915.96959719347,0.598349750774128,0.00135757682784626,9119.83782844812,12.3808805096169,3.65005506098761,0.00158455971629641,0.000132647151676196,3623.84641827295,0.480692905495892,0.00107827975712121,10909.1226107875,11.7630860791655
0.39,3.68155780657276,0.00277014043504633,0.000307434694653206,1187.99379410739,0.365230509341307,0.00204371925747558,7913.22893065816,16.1724183543989,3.66769564081203,0.00189858911274261,0.000155939656792789,3916.95332972262,0.610808357910317,0.00132963002532625,9268.14361278775,12.3232020265983,3.65555577388374,0.00158715366428692,0.000135470251039655,3590.43105847027,0.486396596831543,0.00105307998414825,11315.4967769071,11.9161231664549
0.395,3.68695221361976,0.00278036996168753,0.000308342819330694,1184.2918080036,0.365167874990075,0.00202682184613579,7912.98911672644,16.0382192100159,3.67286738255313,0.00190215665620828,0.000159081970316376,3917.89819931811,0.623266965046505,0.00130168322280624,9422.81757088102,12.2655235435797,3.66105648677987,0.00158974761227743,0.000138293350403114,3558.37997078499,0.492100288167193,0.0010278802111753,11741.7964880794,12.0691602537444
0.4,3.69234662066677,0.002788198190707,0.000309036956466037,1181.97222511022,0.365273099075453,0.00199648995320774,7927.90714269501,15.8279869603545,3.67803912429424,0.00190572419967394,0.000162224283839963,3918.80646432595,0.635725572182694,0.00127373642028624,9584.27887130506,12.2078450605611,3.66667054747459,0.00159234156026794,0.000141116449766574,3527.611276547,0.497803979502843,0.00100268043820234,12189.5240750348,12.2221973410338
0.405,3.69774102771378,0.00279401745917384,0.000309552068508017,1180.79894518104,0.365518755972875,0.00195491857738034,7956.41541687007,15.5541443077946,3.68357657383099,0.00190929174313961,0.00016536659736355,3919.68021143885,0.648184179318882,0.00124578961776623,9752.98429547715,12.1501665775425,3.67236268053513,0.00159493550825845,0.000143939549130033,3498.04952066115,0.503507670838494,0.000977480665229381,12660.3367908247,12.3752344283233
0.41,3.70313543476078,0.00279983672764069,0.000310067180549997,1179.62956357233,0.365764412870297,0.00191334720155294,7986.16249201022,15.2803016552348,3.68916760230263,0.00191285928660528,0.000168508910887137,3920.52137170094,0.66064278645507,0.00121784281524622,9929.43255331279,12.0924880945239,3.67805481359566,0.00159752945624897,0.000146762648493492,3469.62505379374,0.509211362174144,0.000952280892256423,13156.0673090133,12.5282715156127
0.415,3.70841126386578,0.00280565599610754,0.000310582292591977,1178.46406088759,0.366010069767718,0.00187177582572554,8017.23090790434,15.0064590026749,3.69475863077426,0.00191642683007095,0.000171651224410724,3921.33173475462,0.673101393591259,0.00118989601272621,10114.1692070486,12.0348096115053,3.68374694665619,0.00160012340423948,0.000149585747856951,3442.27348451811,0.514915053509795,0.000927081119283466,13678.7475649418,12.6813086029022
0.42,3.71350533983484,0.00281147526457439,0.000311097404633957,1177.30241785875,0.36625572666514,0.00183020444989813,8049.71070359657,14.7326163501151,3.70034965924589,0.00192161995579396,0.000173878925340619,3909.00833971004,0.6796941692563,0.00119288301062843,10176.2939412144,12.1391281536356,3.68943907971673,0.00160271735222999,0.00015240884722041,3415.93519234836,0.520618744845445,0.000901881346310509,14230.6365939327,12.8343456901916
0.425,3.7185994158039,0.00281729453304123,0.000311612516675936,1176.14461534518,0.366501383562561,0.00178863307407073,8083.70028887404,14.4587736975552,3.70594068771753,0.00192775356843089,0.000175577473610422,3889.41264133666,0.68289324539433,0.00121376687862962,10164.3659252867,12.3371707023845,3.69513121277726,0.0016053113002205,0.00015523194658387,3390.55489390988,0.526322436181096,0.000876681573337552,14814.2531706669,12.9873827774811
0.43,3.72369349177296,0.00282311380150808,0.000312127628717916,1174.99063433256,0.366747040459983,0.00174706169824333,8119.30744017703,14.1849310449954,3.71153171618916,0.00193388718106782,0.000177276021880225,3870.19245048217,0.68609232153236,0.00123465074663081,10152.8414293194,12.5352132511334,3.7008233458378,0.00160808976029594,0.000156393737986705,3370.16330469461,0.527072436846817,0.000888884056738176,14896.2510337826,13.241040049099
0.435,3.72878756774203,0.00282893306997493,0.000312642740759896,1173.84045593193,0.366992697357405,0.00170549032241593,8156.65044216121,13.9110883924355,3.71712274466079,0.00194002079370474,0.000178974570150028,3851.33707594649,0.689291397670389,0.001255534614632,10141.7003175292,12.7332557998822,3.70651547889833,0.00161096805142783,0.000156656671578298,3352.18549326565,0.525142221888053,0.000921323191678632,14706.1730630672,13.5491383038434
0.44,3.73388164371109,0.00283475233844178,0.000313157852801876,1172.69406137858,0.367238354254826,0.00166391894658853,8195.85940038464,13.6372457398757,3.72271377313243,0.00194615440634167,0.000180673118419831,3832.83622857095,0.692490473808419,0.00127641848263318,10130.9237719236,12.9312983486311,3.71220761195887,0.00161384634255973,0.000156919605169891,3334.26792887241,0.52321200692929,0.000953762326619088,14529.0248648309,13.8572365585877
