SOC,OCVchg_V_15C,OCVdis_V_15C,OCVavg_V_15C,OCVchg_V_25C,OCVdis_V_25C,OCVavg_V_25C,OCVchg_V_45C,OCVdis_V_45C,OCVavg_V_45C
0.88,4.08394450441247,4.07898386364727,4.08146418402987,4.08481775262296,4.08066448972267,4.08274112117282,4.08643368378492,4.08248360955502,4.08445864666997
0.885,4.0849032686424,4.07952619384264,4.08221473124252,4.08546671324726,4.08130347824063,4.08338509574395,4.08705831202998,4.08313845034709,4.08509838118853
0.89,4.08586203287233,4.08006852403802,4.08296527845518,4.08611567387157,4.08194246675858,4.08402907031507,4.08768294027503,4.08379329113916,4.08573811570709
0.895,4.08682079710226,4.0806108542334,4.08371582566783,4.08676463449587,4.08258145527653,4.0846730448862,4.08856869890114,4.08444813193123,4.08650841541618
0.9,4.08777956133218,4.08166405747922,4.0847218094057,4.08741359512017,4.08324983127735,4.08533171319876,4.08997913711193,4.0851029727233,4.08754105491761
0.905,4.08873832556211,4.08299085567115,4.08586459061663,4.08873149278333,4.08480735104616,4.08676942191475,4.09138957532272,4.08662459601784,4.08900708567028
0.91,4.08969708979204,4.08431765386307,4.08700737182756,4.09031896471907,4.08636487081497,4.08834191776702,4.0928000135335,4.08829698931597,4.09054850142474
0.915,4.09065585402197,4.085644452055,4.08815015303849,4.0919064366548,4.08792239058378,4.08991441361929,4.09421045174429,4.0899693826141,4.09208991717919
0.92,4.0916146182519,4.08697125024693,4.08929293424941,4.09349390859054,4.08947991035259,4.09148690947157,4.09562088995508,4.09164177591223,4.09363133293365
0.925,4.09257338248183,4.08829804843885,4.09043571546034,4.09508138052628,4.09103743012141,4.09305940532384,4.09703132816586,4.09331416921036,4.09517274868811
0.93,4.09369235846632,4.08962484663078,4.09165860254855,4.09666885246201,4.09259494989022,4.09463190117612,4.09844176637665,4.09498656250849,4.09671416444257
0.935,4.09581350727207,4.09095164482271,4.09338257604739,4.09825632439775,4.09415246965903,4.09620439702839,4.09985220458744,4.09665895580662,4.09825558019703
0.94,4.09793465607782,4.09227844301463,4.09510654954623,4.09984379633349,4.09570998942784,4.09777689288066,4.10126264279822,4.09833134910475,4.09979699595149
0.945,4.10005580488358,4.09360524120656,4.09683052304507,4.10143126826922,4.09726750919665,4.09934938873294,4.10412455691387,4.10000374240288,4.10206414965837
0.95,4.10217695368933,4.09651197596588,4.0993444648276,4.10301874020496,4.09891327046722,4.10096600533609,4.1091072947578,4.10167613570101,4.10539171522941
0.955,4.10447778380677,4.10269077836929,4.10358428108803,4.10649323734296,4.10596194342049,4.10622759038173,4.11409003260174,4.10885230770881,4.11147117015527
0.96,4.10755630114052,4.1088695807727,4.10821294095661,4.11078868855358,4.11301061637377,4.11189965246368,4.11907277044567,4.11646871796339,4.11777074420453
0.965,4.11504838317612,4.11504838317612,4.11504838317612,4.11508413976419,4.12005928932705,4.11757171454562,4.1240555082896,4.12408512821796,4.12407031825378
0.97,4.12122718557953,4.12122718557953,4.12122718557953,4.1193795909748,4.12710796228033,4.12324377662757,4.12903824613354,4.13170153847254,4.13036989230304
0.975,4.12740598798294,4.12740598798294,4.12740598798294,4.12367504218542,4.13415663523361,4.12891583870951,4.13402098397747,4.13931794872712,4.13666946635229
0.98,4.13358479038635,4.13358479038635,4.13358479038635,4.14120530818689,4.14120530818689,4.14120530818689,4.13900372182141,4.14693435898169,4.14296904040155
0.985,4.13976359278976,4.13976359278976,4.13976359278976,4.14825398114017,4.14825398114017,4.14825398114017,4.15455076923627,4.15455076923627,4.15455076923627
0.99,4.14594239519318,4.14594239519318,4.14594239519318,4.15530265409344,4.15530265409344,4.15530265409344,4.16216717949085,4.16216717949085,4.16216717949085
0.995,4.15212119759659,4.15212119759659,4.15212119759659,4.16235132704672,4.16235132704672,4.16235132704672,4.16978358974542,4.16978358974542,4.16978358974542
1,4.1583,4.1583,4.1583,4.1694,4.1694,4.1694,4.1774,4.1774,4.1774
