SOC,OCVchg_V_15C,OCVdis_V_15C,OCVavg_V_15C,OCVchg_V_25C,OCVdis_V_25C,OCVavg_V_25C,OCVchg_V_45C,OCVdis_V_45C,OCVavg_V_45C
0.235,3.52617038701988,3.42099107064218,3.47358072883103,3.50670298994316,3.40789094475172,3.45729696734744,3.49263752050212,3.38911535357055,3.44087643703633
0.24,3.53032505163854,3.42782833571042,3.47907669367448,3.51212434661105,3.41611784604136,3.4641210963262,3.49996177395373,3.39699367478175,3.44847772436774
0.245,3.53447971625721,3.43466560077865,3.48457265851793,3.51754570327893,3.42434474733099,3.47094522530496,3.50728602740533,3.40487199599295,3.45607901169914
0.25,3.53863438087587,3.44150286584688,3.49006862336137,3.52296705994682,3.43227493969235,3.47762099981958,3.51351051934443,3.41275031720415,3.46313041827429
0.255,3.54278904549453,3.44834013091511,3.49556458820482,3.52785558984512,3.43926379326942,3.48355969155727,3.51786278115418,3.42062863841535,3.46924570978477
0.26,3.5472963694448,3.45517739598335,3.50123688271407,3.53269787620208,3.4462526468465,3.48947526152429,3.52221504296393,3.42772733637018,3.47497118966706
0.265,3.55240016384823,3.46201466105158,3.5072074124499,3.53754016255903,3.45324150042358,3.4953908314913,3.52656730477368,3.43472908303768,3.48064819390568
0.27,3.55750395825166,3.46885192611981,3.51317794218573,3.54238244891599,3.46023035400066,3.50130640145832,3.53091956658344,3.44173082970517,3.4863251981443
0.275,3.56260775265509,3.47568919118804,3.51914847192157,3.54722473527294,3.46721920757773,3.50722197142534,3.53527182839319,3.44873257637267,3.49200220238293
0.28,3.56771154705852,3.48199533567974,3.52485344136913,3.5520670216299,3.47420806115481,3.51313754139236,3.53962409020294,3.45573432304017,3.49767920662155
0.285,3.57281534146194,3.48788357326098,3.53034945736146,3.55690930798686,3.48119691473189,3.51905311135937,3.54397635201269,3.46273606970766,3.50335621086017
