SOCbp,OCV_V_15C,R0_ohm_15C,R1_ohm_15C,C1_F_15C,tau1_s_15C,R2_ohm_15C,C2_F_15C,tau2_s_15C,OCV_V_45C,R0_ohm_45C,R1_ohm_45C,C1_F_45C,tau1_s_45C,R2_ohm_45C,C2_F_45C,tau2_s_45C
0.18,3.464857762357888,0.002824947790853321,0.0004892982364387588,685.6776580656159,0.3355008688569641,0.002999801636677023,6300.59202616311,18.9005262721183,3.417743230945642,0.0016720143954575513,0.00014795945301042312,3532.0114394766383,0.5225944806115206,0.003101301205104218,7779.957657214356,24.127992057978673
0.185,3.4719564602800603,0.0028170632151650436,0.0004782051571483269,701.9770442641905,0.3356890427668752,0.0029866432952479613,6370.044660097334,19.02505117450978,3.423536045477265,0.001667261084598547,0.00014755373899899644,3554.693739649967,0.5245083522816778,0.0030676739208209966,7887.810555373931,24.19723073309719
0.19,3.4790551582022324,0.002809178639476766,0.00046711207785789504,719.0505932046719,0.3358772166767863,0.0029734849538189,6440.111981164431,19.149576076901262,3.4293288600088885,0.001662507773739543,0.0001471480249875698,3577.501118321528,0.526422223951835,0.003034046636537775,7998.054188088145,24.266469408215702
0.195,3.486153856124405,0.0028036403742841467,0.0004576438436393339,736.0946241835495,0.3368691730936106,0.0029499146376605195,6499.784768576622,19.17381023046707,3.4351216745405115,0.0016577544628805388,0.0001467423109761431,3600.434612944643,0.5283360956219922,0.0030004193522545535,8110.768938031296,24.335708083334215
0.2,3.4932525540465775,0.002798519071748764,0.00044846436051318726,753.6919305047244,0.3380039696377508,0.0029244940102759608,6558.475297059536,19.180221722793465,3.4413677463408803,0.0016530011520215345,0.00014633659696471646,3623.4952724778695,0.5302499672921495,0.0029667920679713315,8226.038832286831,24.404946758452727
0.20500000000000002,3.5003512519687496,0.0027933977692133813,0.0004392848773870406,772.0246783799165,0.3391387661818911,0.002899073382891402,6618.195085487624,19.18663321511986,3.448691999792486,0.0016482478411625303,0.00014593088295328978,3646.6841575449394,0.5321638389623067,0.00293316478368811,8343.951751254093,24.47418543357124
0.21,3.505397063926573,0.0027882764666779985,0.000430105394260894,791.1399560816195,0.3402735627260313,0.0028736527555068433,6678.971448678413,19.193044707446255,3.456016253244092,0.0016434945303035263,0.00014552516894186313,3670.0023405973598,0.5340777106324639,0.0028995374994048883,8464.599652091802,24.543424108689752
0.215,3.509551728545235,0.0027831551641426156,0.00042092591113474735,811.0889594555739,0.3414083592701716,0.0028482321281222845,6740.83267659438,19.199456199772648,3.4633405066956975,0.001638741219444522,0.00014511945493043645,3693.450906079758,0.5359915823026211,0.0028659102151216667,8588.078807892236,24.612662783808265
0.22,3.5137063931638965,0.002778033861607233,0.00041174642800860073,831.9274497923676,0.3425431558143119,0.0028228115007377257,6803.808078250957,19.205867692099044,3.470664760147303,0.0016339879085855177,0.0001447137409190098,3717.030950597991,0.5379054539727783,0.002832282930838445,8714.490063893494,24.681901458926777
0.225,3.5178610577825586,0.0027729125590718502,0.00040256694488245405,853.7162743424028,0.3436779523584521,0.002797390873353167,6867.928028018526,19.212279184425437,3.477989013598909,0.0016292345977265137,0.00014430802690758312,3740.743583090104,0.5398193256429357,0.002798655646555223,8843.939112162901,24.75114013404529
0.23,3.5220157224012203,0.0027677912565364678,0.00039338746175630743,876.5219597064695,0.3448127489025924,0.0027719702459686082,6933.224014472153,19.218690676751834,3.4853132670505147,0.0016249456343165147,0.000143902149860496,3766.4113080647053,0.541994684489394,0.0027612096110761794,8961.543657712722,24.74470047775515
0.23500000000000001,3.5261703870198824,0.002762669954001085,0.00038420797863016076,900.4173902899147,0.3459475454467327,0.0027465496185840495,6999.728691954051,19.225102169078227,3.4926375205021203,0.0016214993193359134,0.00014349597695360923,3795.5388997797495,0.5446445624893222,0.0027168337115388457,9054.999472134909,24.600927823862573
0.24,3.530325051638544,0.002757548651465702,0.0003750284955040142,925.4825863949792,0.3470823419908729,0.0027211289911994907,7067.4759350262375,19.231513661404623,3.499961773953726,0.001618053004355312,0.00014308980404672243,3824.8318539212264,0.5472944404892504,0.0026724578120015125,9151.55893579964,24.457155169969997
0.245,3.534479716257206,0.0027516395713753413,0.00036868022238554176,943.9712585206511,0.34802353351695337,0.0026952527771291666,7123.290763856152,19.199069213581836,3.507286027405332,0.0016146066893747107,0.00014268363113983565,3854.29158268485,0.5499443184891785,0.0026280819124641793,9251.37926666843,24.31338251607742
0.25,3.5386343808758682,0.002745012211893555,0.0003649133883909169,955.8109158525174,0.3487881999647677,0.002668961168477815,7168.031121507183,19.131196717743155,3.513510519344434,0.0016111603743941094,0.00014227745823294888,3883.9195143924485,0.5525941964891067,0.0025837060129268456,9354.62848375899,24.169609862184842
0.255,3.54278904549453,0.0027383848524117687,0.000361146554396292,967.897553382198,0.34955286641258193,0.0026426695598264632,7213.661712271098,19.063324221904473,3.517862781154184,0.001607714059413508,0.0001418712853260621,3913.717093722807,0.5552440744890349,0.0025393301133895124,9461.486350911044,24.025837208292266
0.26,3.5472963694448008,0.0027317574929299824,0.0003573797204016671,980.2389807308218,0.35031753286039624,0.0026163779511751114,7260.209373624417,18.99545172606579,3.5222150429639343,0.0016042677444329067,0.00014146511241917533,3943.685781946486,0.557893952488963,0.0024949542138521788,9572.145421268502,23.88206455439969
0.265,3.5524001638482297,0.0027251301334481966,0.0003536128864070422,992.8433402850634,0.3510821993082105,0.0025900863425237595,7307.70203273773,18.92757923022711,3.526567304773685,0.0016008214294523054,0.00014105893951228853,3973.827057164702,0.5605438304888912,0.0024505783143148455,9686.812195244647,23.738291900507114
